text	label	words
成熟商圈热盘集结 网罗京城商业配套优质项目	1	成熟 商圈 热盘 集结   网罗 京城 商业 配套 优质 项
NBL联赛开战同曦狂胜61分创纪录 孙明明作壁上观	7	NBL 联赛 开战 同曦 狂胜 61 分 创纪录   孙明明
纽约举行人象拼吃热狗竞赛(图)	6	纽约 举行 人象 拼 吃 热狗 竞赛 ( 图 )
修改运势赢奖月影传说每日答题人气旺	8	修改 运势 赢奖 月影 传说 每日 答题 人气 旺
《封神online》圣诞裤袜功效解读	8	《 封神 online 》 圣诞 裤袜 功效 解读
合景苏州综合项目销售2.5亿元	2	合景 苏州 综合 项目 销售 2.5 亿元
投资需求烘托 金价展翅高飞	0	投资 需求 烘托   金价 展翅高飞
岁末超值促销 佳能DV三重大礼迎新年	4	岁末 超值 促销   佳能 DV 三重 大礼 迎新年
图文-[常规赛]猛龙95-117雄鹿 博古特投篮	7	图文 - [ 常规赛 ] 猛龙 95 - 117 雄鹿   
仙剑5第五人物公布 官方论坛重新开放	8	仙剑 5 第五 人物 公布   官方论坛 重新 开放
超薄家用 沈阳佳能IXUS 1000HS相机热销	4	超薄 家用   沈阳 佳能 IXUS   1000HS 相机
合生世界村四期新品首次团购 当日成交超百套	1	合生 世界 村 四期 新品 首次 团购   当日 成交 超 
开发商全国囤地1万公顷	1	开发商 全国 囤地 1 万公顷
两人电脑合成近200位校长及官员艳照敲诈	5	两人 电脑 合成 近 200 位 校长 及 官员 艳照 敲诈
期货真伪私募调查	0	期货 真伪 私募 调查
批发老板称注水牛肉含水量最高曾达80%	5	批发 老板 称 注水 牛肉 含水量 最高 曾达 80%
娄烨回顾五年被禁之路 批审查与导演自身有关	9	娄烨 回顾 五年 被 禁之路   批 审查 与 导演 自身 
快讯：姚明将担任中国代表团开幕式旗手	7	快讯 ： 姚明 将 担任 中国 代表团 开幕式 旗手
直击：姚明挣扎后倒地传球 阿泰脚底拌蒜浪费良机	7	直击 ： 姚明 挣扎 后 倒地 传球   阿泰 脚底 拌蒜 
股市在线：放量上攻 市场趋势能否延续	2	股市 在线 ： 放量 上攻   市场趋势 能否 延续
《石器时代2》微博活动获奖名单公布	8	《 石器时代 2 》 微博 活动 获奖 名单 公布
美盘期金宽幅震荡 避险资金开始重新入场	0	美盘 期金 宽幅 震荡   避险 资金 开始 重新 入场
招商上证消费80ETF今起发行	0	招商 上证 消费 80ETF 今起 发行
奋进号航天飞机与国际空间站成功对接	6	奋进号 航天飞机 与 国际 空间站 成功 对接
中科院院士候选人被指包养情妇续拟召开记者会	5	中科院 院士 候选人 被 指 包养 情妇 续拟 召开 记者会
新生《最终幻想14》公布 PS3明年内测	8	新生 《 最终幻想 14 》 公布   PS3 明年 内测
基金一日急转：大举加仓旋即做空	0	基金 一日 急转 ： 大举 加仓 旋即 做空
西班牙敦促爱尔兰尽快解决债务危机	2	西班牙 敦促 爱尔兰 尽快 解决 债务 危机
拓外转至修内 碧桂园换帅急补管理短板	2	拓外 转至 修内   碧桂园 换帅 急补 管理 短板
河北豪邸坊1期售罄2期预计4月推出70平起2-3居	1	河北 豪邸 坊 1 期 售罄 2 期 预计 4 月 推出 7
森宝食品暗盘开市报0.72港元 高招股价6%	2	森宝 食品 暗盘 开市 报 0.72 港元   高 招股价 
兄妹两人走失17年后与亲生母亲团聚(组图)	5	兄妹 两人 走失 17 年 后 与 亲生 母亲 团聚 ( 组
2场德比皇马死因惊人雷同 C罗再强也难敌时空诡异轮回	7	2 场 德比 皇马 死因 惊人 雷同   C 罗再 强 也 
吕丽萍反同言论引风波 金马奖暂缓邀其颁奖(图)	9	吕丽萍 反同 言论 引 风波   金马奖 暂缓 邀其 颁奖 
马拉多纳：贝隆不会出场 韩国对梅西犯规要果断出牌	7	马拉多纳 ： 贝隆 不会 出场   韩国 对梅西 犯规 要 
沪深双双高开 沪指开报2210涨7点	2	沪 深 双双 高开   沪 指开报 2210 涨 7 点
QE3预期支撑黄金价格 瑞银警告回调可能到来	0	QE3 预期 支撑 黄金价格   瑞银 警告 回调 可能 到
郑少秋郑欣宜父女档颁奖 不知流程佘诗曼尴尬	9	郑少秋 郑欣宜 父女 档 颁奖   不知 流程 佘诗曼 尴尬
6月首周全国重点城市楼市成交面积小幅波动	1	6 月 首周 全国 重点 城市 楼市 成交 面积 小幅 波动
房山中粮万科长阳半岛精装85平米2居24日开盘	1	房山 中粮 万科 长阳 半岛 精装 85 平米 2 居 24
债市持续走强 债基货基限购潮再起	0	债市 持续 走强   债基货基 限购 潮 再起
李玟担任世界地球日代言人	9	李玟 担任 世界 地球日 代言人
3名高校保安合伙敲诈倒卖考试作弊设备者	5	3 名 高校 保安 合伙 敲诈 倒卖 考试 作弊 设备 者
联通追加15亿元投资另建50城WCDMA网	4	联通 追加 15 亿元 投资 另建 50 城 WCDMA 网
管理份额首现缩水 监管层警示基金业时代变了	0	管理 份额 首现 缩水   监管 层 警示 基金业 时代 变
股市在线：周二消息解读和操作策略	2	股市 在线 ： 周二 消息 解读 和 操作 策略
打鸟配好枪 兴和推出500mm F5.6 FL长焦大炮	4	打鸟 配好 枪   兴 和 推出 500mm   F5.6 
评论：九城魔兽易主之殇警醒游戏代理制	4	评论 ： 九城 魔兽 易主 之殇 警醒 游戏 代理制
大龄产妇被误诊为宫外孕吃药引产(组图)	5	大龄 产妇 被 误诊 为 宫外孕 吃药 引产 ( 组图 )
09年高考考前必看：高考易错成语560例	3	09 年 高考 考前 必看 ： 高考 易错 成语 560 例
组图：邓超海清获人气男女演员奖 陈凯歌颁奖	9	组图 ： 邓超海 清获 人气 男女 演员 奖   陈凯歌 颁
美国阿拉斯加女教师散步遭狼群袭击身亡	6	美国 阿拉斯加 女 教师 散步 遭 狼群 袭击 身亡
国台办海协海基会领导人第4次会谈12月举行	6	国台办 海协 海基会 领导人 第 4 次 会谈 12 月 举
中国地板传以下限定价	2	中国 地板 传以 下限 定价
超越漫画 《机战》保卫地球倒计时	8	超越 漫画   《 机战 》 保卫 地球 倒计时
国内同行看衰Groupon入华前景	4	国内 同行 看衰 Groupon 入华 前景
刘志超：着力提升期货公司服务实体经济能力	0	刘志超 ： 着力 提升 期货 公司 服务 实体 经济 能力
2名小伙当街挂牌自称要求变性引围观(图)	5	2 名 小伙 当街 挂牌 自称 要求 变性 引 围观 ( 图
查理-辛“宿醉案”成人片女星欲告其人身攻击	9	查理 - 辛 “ 宿醉 案 ” 成人片 女星 欲告 其 人身
完美全画幅 尼康D700单机只卖14380元	4	完美 全 画幅   尼康 D700 单机 只卖 14380 
2008年吉林省中考试题及答案(汇总)	3	2008 年 吉林省 中 考试题 及 答案 ( 汇总 )
的哥告跳水教练侵权 于芬在网上致歉	4	的哥 告 跳水 教练 侵权   于芬 在 网上 致歉
有奖征集：转微博写考研誓言 赢考研大纲图书	3	有奖 征集 ： 转微 博写 考研 誓言   赢 考研 大纲 
30支球队老板态度大揭秘 冷血17鹰为新协议撑到底	7	30 支 球队 老板 态度 大 揭秘   冷血 17 鹰 为
女子感冒后染发疑因过敏病危 住进重症监护室	5	女子 感冒 后 染发 疑因 过敏 病危   住进 重症 监护
债务危机扩大 葡萄牙或成欧元区第三个倒下国家	2	债务 危机 扩大   葡萄牙 或成 欧元区 第三个 倒下 国
李长春提前结束土耳其访问回国	6	李长春 提前结束 土耳其 访问 回国
网游《界王OL》套装神马的最有爱了	8	网游 《 界王 OL 》 套装 神马 的 最 有 爱 了
颤栗的战役――奉献之祭坛	8	颤栗 的 战役 ― ― 奉献 之 祭坛
伊朗前总理穆萨维抗议大选明显违规(图)	6	伊朗 前 总理 穆萨维 抗议 大选 明显 违规 ( 图 )
优秀小学作文赏析：大自然中的语言	3	优秀 小学 作文 赏析 ： 大自然 中 的 语言
美国车市销量强劲反弹 油价成复苏最大隐忧	2	美国 车市 销量 强劲 反弹   油价 成 复苏 最大 隐忧
湖南2009高招本科三批7月27日开录	3	湖南 2009 高招 本科 三批 7 月 27 日 开录
巴蒂尔养伤方法与众不同 坦言看人打球滋味不好受	7	巴蒂尔 养伤 方法 与众不同   坦言 看人 打球 滋味 不
十年间八成牛基出自混合型基金	0	十年间 八成 牛基 出自 混合型 基金
建信优势再次逃离救生艇	0	建信 优势 再次 逃离 救生艇
大盘围绕2000点整数位置仍将蓄势	2	大盘 围绕 2000 点 整数 位置 仍 将 蓄势
男子开出求职条件要求女工多	5	男子 开出 求职 条件 要求 女工 多
三星Galaxy S II今日正式登录内地 售4999元	4	三星 Galaxy   S   II 今日 正式 登录 内地
醉酒男子持树枝抢劫路人12元获刑3年	5	醉酒 男子 持 树枝 抢劫 路人 12 元 获刑 3 年
“网语”能否成校长致辞的风景	4	“ 网语 ” 能否 成 校长 致辞 的 风景
全面反弹 期市五月攻势崭露头角	0	全面 反弹   期 市 五月 攻势 崭露头角
万科上半年净利润同比上涨22.48%	1	万科 上半年 净利润 同比 上涨 22.48%
2010年上海中考体育测试满分标准提高	3	2010 年 上海 中考 体育 测试 满分 标准 提高
李小冉刑警队配合鄢颇案调查 要求逮捕真凶(图)	9	李小冉 刑警队 配合 鄢颇案 调查   要求 逮捕 真凶 (
天治基金推出减震之旅主题活动	0	天治 基金 推出 减震 之旅 主题 活动
永利澳门涨2.65% 海通国际重申买入评级	2	永利 澳门 涨 2.65%   海通 国际 重申 买入 评级
电影公司为张家辉举行祝功兼生日会(图)	9	电影 公司 为 张家辉 举行 祝功 兼 生日会 ( 图 )
日本众议院通过灾后重建方案	6	日本 众议院 通过 灾后 重建 方案
英国媒体痛批韩国游戏审查 称其荒谬	8	英国 媒体 痛批 韩国 游戏 审查   称其 荒谬
《战国Basara3》四名武将战斗介绍	8	《 战国 Basara3 》 四名 武将 战斗 介绍
股指缩量窄幅震荡 关注五日均线压力	2	股指 缩量 窄幅 震荡   关注 五日 均线 压力
黎明乐基儿搬进新家 5千万豪宅曝光	9	黎明 乐基儿 搬进 新 家   5 千万 豪宅 曝光
南宁网瘾少年致死案主犯被判10年	4	南宁 网瘾 少年 致死案 主犯 被判 10 年
中年妇女因口角砍伤8旬老妪	5	中年妇女 因 口角 砍伤 8 旬 老妪
《团长》抢播陷入混战 网民：冷眼旁观不受影响	9	《 团长 》 抢播 陷入 混战   网民 ： 冷眼旁观 不 
汉王上市刘迎建身家逾30亿	4	汉王 上市 刘迎建 身家 逾 30 亿
上海2010年高考录取结果查询系统开通	3	上海 2010 年 高考 录取 结果 查询 系统 开通
北京10月自考8月报名 新生记准6个时间段	3	北京 10 月 自考 8 月 报名   新生 记准 6 个 
环保部：部分早期核设施老化安全风险增大	6	环保部 ： 部分 早期 核设施 老化 安全 风险 增大
司机非法营运碾压执法交警致其骨折	5	司机 非法 营运 碾压 执法 交警 致其 骨折
基金经理胡戈游：继续看好消费	0	基金 经理 胡戈游 ： 继续 看好 消费
北京广渠路15号地王减量推出(组图)	1	北京 广渠路 15 号 地王 减量 推出 ( 组图 )
白俄罗斯颁布反沉默抗议法 公园野餐可能违法	6	白俄罗斯 颁布 反 沉默 抗议 法   公园 野餐 可能 违
美津浓工房车现身名人赛 球杆调整也是比赛攻略	7	美津浓 工房 车 现身 名人赛   球杆 调整 也 是 比赛
温家宝签署国务院令公布保安服务管理条例	6	温家宝 签署 国务院令 公布 保安 服务 管理条例
柬埔寨军方称误会导致柬泰边境冲突	6	柬埔寨 军方 称 误会 导致 柬泰 边境 冲突
房价急升致楼市投机卷土重来 下半年面临调整	1	房价 急升致 楼市 投机 卷土重来   下半年 面临 调整
日本与那国岛居民签名抵制自卫队进驻	6	日本 与那国岛 居民 签名 抵制 自卫队 进驻
股市回暖 QDII产品收益反弹	0	股市 回暖   QDII 产品 收益 反弹
考研倒计时专家提出五点大忌	3	考研 倒计时 专家 提出 五点 大忌
AC米兰领袖：巴萨高出欧洲列强3档次 无人能替皮尔洛	7	AC 米兰 领袖 ： 巴萨 高出 欧洲 列强 3 档次   
中小银行崛起券商理财托管市场	0	中小银行 崛起 券商 理财 托管 市场
陈冠希：事出必有因 艳照门我已经原谅自己(图)	9	陈冠希 ： 事出 必有 因   艳照 门 我 已经 原谅 自
金价本轮跌势或暂告一段落	0	金价 本轮 跌势 或 暂 告一段落
快讯：摩托罗拉正式分拆为两家独立上市公司	4	快讯 ： 摩托罗拉 正式 分拆 为 两家 独立 上市公司
10月14日美股专家坐堂实录	2	10 月 14 日美股 专家 坐堂 实录
瓜帅钦点梅西是第一点球手 放行阿根廷换来金童报恩	7	瓜帅 钦点 梅西 是 第一点 球手   放行 阿根廷 换来 
男子杀害亲戚一家四口被判死刑	5	男子 杀害 亲戚 一家 四口 被判 死刑
快讯：两市涨跌互现 沪指跌0.02%	2	快讯 ： 两市 涨跌互现   沪 指跌 0.02%
《海贼王：恶魔之城》终极道具分析	8	《 海贼王 ： 恶魔 之 城 》 终极 道具 分析
京客隆申请竞购首联超市全部权益	2	京客隆 申请 竞购 首联 超市 全部 权益
《战地3》还不足以撼动《使命召唤》	8	《 战地 3 》 还 不足以 撼动 《 使命 召唤 》
证监会：深圳老鼠仓事件进入调查程序	0	证监会 ： 深圳 老鼠 仓 事件 进入 调查 程序
苗圃向已故大师致敬 身着拉链黑衣庄重亮相(图)	9	苗圃 向 已故 大师 致敬   身着 拉链 黑衣 庄重 亮相
埃及再次要求德国归还最美王后雕像	6	埃及 再次 要求 德国 归还 最美 王后 雕像
郑棉或再下一档 选择适合自己的策略	0	郑棉 或 再 下 一档   选择 适合 自己 的 策略
美多家监管部门瞄准博客广告虚假宣传	4	美 多家 监管部门 瞄准 博客 广告 虚假 宣传
中国小伙神奇双脚征服切尔西 兰帕德俯身触摸神足(图)	7	中国 小伙 神奇 双脚 征服 切尔西   兰帕德 俯身 触摸
量能萎缩市场或迎绿色圣诞	2	量 能 萎缩 市场 或迎 绿色 圣诞
2011CJCoverCoser现首位评委推荐选手	8	2011CJCoverCoser 现 首位 评委 推荐 选手
中信证券H股昨路演 将成国内首家A+H股券商	2	中信证券 H股 昨 路演   将成 国内 首家 A + H股
上期所钢材期货合约设计获证监会批准	0	上期 所 钢材 期货 合约 设计 获 证监会 批准
黄金板块跌幅较大 注意风险	2	黄金 板块 跌幅 较大   注意 风险
期市点睛：资源税上调无法撑起焦炭价格	0	期 市 点睛 ： 资源税 上调 无法 撑起 焦炭 价格
男子绑架杀害雇主小孩 伙同老乡勒索12万赎金	5	男子 绑架 杀害 雇主 小孩   伙同 老乡 勒索 12 万
石景山万科中粮紫苑均价16500元(图)	1	石景山 万科 中粮 紫苑 均价 16500 元 ( 图 )
2009年东航招飞初检20日开始启动	3	2009 年 东航 招飞 初检 20 日 开始 启动
索马里政府军称夺取反叛组织在首都三个据点	6	索马里 政府军 称 夺取 反叛 组织 在 首都 三个 据点
智能双煞 Acer DX650X960惊现网络	4	智能 双煞   Acer   DX650X960 惊现 网络
2011年基金新品前瞻：量化和产业转型成主流	0	2011 年 基金 新品 前瞻 ： 量化 和 产业 转型 成
北约组织启动制定新战略构想工作	6	北约组织 启动 制定 新 战略 构想 工作
华硕董事长施崇棠：颠覆者悖论	4	华硕 董事长 施崇棠 ： 颠覆者 悖论
Duncan Energy上调季度现金分配	2	Duncan   Energy 上调 季度 现金 分配
08年北京11月成人英语三级真题点评及详解(图)	3	08 年 北京 11 月 成人 英语 三级 真题 点评 及 
男子恶意透支30万用于赌博获刑10年	5	男子 恶意透支 30 万 用于 赌博 获刑 10 年
霍思燕坦言扮性感装心里紧张 有意进军歌坛(图)	9	霍思燕 坦言 扮 性感 装 心里 紧张   有意 进军 歌坛
