text,label,words,y_pred
9464,支持《梦幻迪士尼》春春送你风尚大礼,8,支持 《 梦幻 迪士尼 》 春春送 你 风尚 大礼,8
9465,英特尔将发行15亿美元多年期债券,4,英特尔 将 发行 15 亿美元 多年 期 债券,2
9466,熄灯后也能用 戴尔思跃14本升背光键盘,4,熄灯 后 也 能 用   戴尔 思跃 14 本升 背光 键盘,4
9467,2009年天津市尚无取消文理分科计划,3,2009 年 天津市 尚无 取消 文理 分科 计划,3
9468,诺阿：易的投篮让人羡慕 我们很要好外界对他不公,7,诺 阿 ： 易 的 投篮 让 人 羡慕   我们 很要 好 ,9
9469,期货午评：沪铜冲击49000关,0,期货 午评 ： 沪 铜 冲击 49000 关,0
9470,热议：教育费用之高折射出的危险信号,3,热议 ： 教育 费用 之高 折射出 的 危险 信号,3
9471,怎样应对开放度大的中考作文考题,3,怎样 应对 开放度 大 的 中考 作文 考题,3
9472,前期乐观预期被否 基金重归谨慎,0,前期 乐观 预期 被否   基金 重归 谨慎,0
9473,梁咏琪首执导筒 为师妹冼色丽拍出浴MV(图),9,梁咏琪 首 执导 筒   为 师妹 冼色丽 拍 出浴 MV ,9
9474,朝阳东湖湾临河47平起0-4居均价38000元(图),1,朝阳 东湖 湾 临河 47 平起 0 - 4 居 均价 38,1
9475,演绎史诗 网游《弑神》唱响震撼传说,8,演绎 史诗   网游 《 弑神 》 唱响 震撼 传说,8
9476,华东政法大学2010年普通本科分省招生计划,3,华东政法 大学 2010 年 普通本科 分 省 招生 计划,3
9477,税务科长虚开4.59亿元增值税发票被判死刑,5,税务 科长 虚开 4.59 亿元 增值税 发票 被判 死刑,5
9478,黄金期货低收 铜期货创历史新高,2,黄金 期货 低收   铜期货 创 历史 新高,0
9479,《真三国无双Next》主要模式介绍 郭嘉王�可用,8,《 真三国 无双 Next 》 主要 模式 介绍   郭嘉王,8
9480,《神契online》公测惊现八大惊喜,8,《 神契 online 》 公测 惊现 八大 惊喜,8
9481,等离子还是LED 年末八款平板电视导购,4,等离子 还是 LED   年末 八款 平板电视 导购,4
9482,《侠义OL》拉开恢弘气势万人攻城战,8,《 侠义 OL 》 拉开 恢弘 气势 万人 攻城战,8
9483,国家公务员报名一周：气象局地震局变热门,3,国家 公务员 报名 一周 ： 气象局 地震局 变 热门,3
9484,港股料回吐 短期支撑位13600点,2,港股 料 回吐   短期 支撑位 13600 点,2
9485,大众软件：暴雪式执着 探星际争霸历史（上）,8,大众软件 ： 暴雪 式 执着   探 星际争霸 历史 （ 上,8
9486,火器营站万城华府舒适户型现房入住(图),1,火器 营站 万城 华府 舒适 户型 现房 入住 ( 图 ),1
9487,奥通巴耶娃就任吉尔吉斯临时政府总统,6,奥通 巴耶娃 就任 吉尔吉斯 临时政府 总统,6
9488,船小未必好调头  5只小盘股基失落中小盘盛宴,0,船小 未必 好 调头     5 只 小盘股 基 失落 中 ,9
9489,网友称驾飞机追贼富豪曾有负面新闻 疑事件作假,5,网友 称驾 飞机 追贼 富豪 曾 有 负面新闻   疑 事件,5
9490,美遭袭议员多次受恐吓 或因强硬移民政策被仇恨,3,美 遭袭 议员 多次 受 恐吓   或 因 强硬 移民 政策,3
9491,中行去年净利超千亿 明年底前或无股权融资计划,2,中行 去年 净利 超 千亿   明 年底 前 或 无 股权 ,0
9492,朝阳大悦公寓加推24套精装房源全款98折(图),1,朝阳 大悦 公寓 加推 24 套 精装 房源 全款 98 折,1
9493,地产营销大讲堂之三冠王是怎么炼成的(组图),1,地产 营销 大讲堂 之三 冠王 是 怎么 炼成 的 ( 组图,1
9494,麒麟网尚进11年拟推《水浒传》等作品,8,麒麟 网尚进 11 年 拟 推 《 水浒传 》 等 作品,8
9495,日本VS国足赔率分析中国被盘口看低 1球小负面大,7,日本 VS 国足 赔率 分析 中国 被 盘口 看 低   1,6
9496,大连国家粮食交易中心成立,0,大连 国家 粮食 交易中心 成立,6
9497,国台办主任王毅访问日本会见日方政要,6,国台办 主任 王毅 访问 日本 会见 日方 政要,6
9498,深沪B指震荡收低 逾八成个股下跌,2,深 沪 B 指 震荡 收低   逾 八成 个股 下跌,2
9499,朝阳东岸27套60平起精装现房在售均价33000(图),1,朝阳 东岸 27 套 60 平起 精装 现房 在售 均价 3,1
9500,趣味测试：一分钟让人变笨的五道小题(图),3,趣味 测试 ： 一分钟 让 人变 笨 的 五道 小 题 ( ,3
9501,ESPN前景预测火箭仅第17 姚明20+10岁月恐成历史,7,ESPN 前景 预测 火箭 仅 第 17   姚明 20 +,7
9502,湖北亿万富翁天津坠楼身亡 警方排除他杀遭质疑,5,湖北 亿万富翁 天津 坠楼 身亡   警方 排除 他杀 遭 ,5
9503,范福春：勿把商品期货当成物价上涨的替罪羊,0,范福春 ： 勿 把 商品 期货 当成 物价上涨 的 替罪羊,0
9504,马耳他多数人公投中支持离婚合法化,6,马耳他 多数 人 公投 中 支持 离婚 合法化,9
9505,油脂上涨行情被推迟,0,油脂 上涨 行情 被 推迟,0
9506,研究显示男性被妻子依赖可助延寿,6,研究 显示 男性 被 妻子 依赖 可助 延寿,5
9507,IQ测试体验 《功夫英雄》八大高难度副本QTE,8,IQ 测试 体验   《 功夫 英雄 》 八大 高难度 副本,8
9508,女性角色齐聚 街霸4限量街机摇杆公布,8,女性 角色 齐聚   街霸 4 限量 街机 摇杆 公布,8
9509,产胶国大幅减产 橡胶强劲涨停,0,产胶国 大幅 减产   橡胶 强劲 涨停,0
9510,聂远世界杯拉五星红旗 妻子非洲辫子头抢眼,9,聂远 世界杯 拉 五星红旗   妻子 非洲 辫子 头 抢眼,7
9511,英锦赛-希金斯胜北爱新锐进决赛 夺冠将重回NO.1,7,英锦赛 - 希金斯 胜 北爱 新锐 进 决赛   夺冠 将 ,7
9512,国务院发布纺织工业调整和振兴规划(全文),6,国务院 发布 纺织工业 调整 和 振兴 规划 ( 全文 ),6
9513,组图：蕾哈娜黑衣低调离开夜店 新美甲纹身显眼,9,组图 ： 蕾 哈娜 黑衣 低调 离开 夜店   新 美甲 纹,9
9514,过来人分析：历年考研英语阅读考查文章类型,3,过来人 分析 ： 历年 考研 英语 阅读 考查 文章 类型,3
9515,微博效应：记录感动传递温暖,4,微博 效应 ： 记录 感动 传递 温暖,4
9516,福建文言文作文考生录取无望 文史专家愿收为徒,3,福建 文言文 作文 考生 录取 无望   文史 专家 愿收 ,3
9517,今日收官 是否重复过去的故事,2,今日 收官   是否 重复 过去 的 故事,2
9518,酒店挂横幅自称所提供啤酒交警无法测出(图),5,酒店 挂 横幅 自称 所 提供 啤酒 交警 无法 测出 ( ,5
9519,帅康热门燃气灶QAS-108-D热销价1885元,4,帅康 热门 燃气灶 QAS - 108 - D 热销 价 1,1
9520,哈曼挑战者面临牢狱之灾 足协迈正确一步启冰封外交,7,哈曼 挑战者 面临 牢狱之灾   足协 迈 正确 一步 启 ,7
9521,山东卫视《谁与争锋》树立娱乐节目新标杆(图),9,山东 卫视 《 谁 与 争锋 》 树立 娱乐节目 新 标杆 ,9
9522,2010年斯杯赛程公布 中国男篮再遇亚锦赛死敌伊朗,7,2010 年斯杯 赛程 公布   中国男篮 再遇 亚锦赛 死,7
9523,3000点进场者超五成解套 基金未现大比例赎回,0,3000 点 进场 者 超 五成 解套   基金 未现 大 ,0
9524,香港临时演员涉嫌强奸女网友 要入行先上床？,9,香港 临时演员 涉嫌 强奸 女网友   要入 行先 上床 ？,5
9525,高新发展借壳遭质疑 东骏系巧搭资本平台,2,高新 发展 借壳 遭 质疑   东骏 系巧 搭 资本 平台,4
9526,索尼数码相机冬季新品体验会成都报道,4,索尼 数码相机 冬季 新品 体验 会 成都 报道,4
9527,火箭新援拉杆背扣2米21高塔 这1扣可媲美05年麦蒂,7,火箭 新援 拉杆 背扣 2 米 21 高塔   这 1 扣 ,7
9528,轻松玩自拍 三星双屏卡片机持续热卖,4,轻松 玩自 拍   三星 双屏 卡片机 持续 热卖,4
9529,瑞丽第三届翡翠毛料公盘开幕(图),0,瑞丽 第三届 翡翠 毛料 公盘 开幕 ( 图 ),9
9530,搜“谷歌中国”出微软广告凸显竞价排名软肋,4,搜 “ 谷歌 中国 ” 出 微软 广告 凸显 竞价排名 软肋,4
9531,欲逃离北上广白领新选择 北京周边低价热盘推荐,1,欲 逃离 北上 广 白领 新 选择   北京 周边 低价 热,1
9532,香港上市公司最新股权变动一览,2,香港 上市公司 最新 股权 变动 一览,2
9533,俄罗斯财政预算严重依赖高油价预期,2,俄罗斯 财政预算 严重 依赖 高油价 预期,6
9534,6.5mm超薄机身4GB版 纽曼Super仅售299,4,6.5 mm 超薄 机身 4GB 版   纽曼 Super ,4
9535,科比绝杀雄鹿为何不包夹 阿泰：他没干好自己的活,7,科比 绝杀 雄鹿 为何 不 包夹   阿泰 ： 他 没 干 ,7
9536,纯粹半山地大独栋别墅御香山(组图),1,纯粹 半 山地 大 独栋 别墅 御 香山 ( 组图 ),1
9537,国际棉价不断上涨 国内棉价或现补涨急拉行情,0,国际 棉价 不断 上涨   国内 棉价 或现 补涨 急拉 行,0
9538,新浪乐居换房季启动 为网友打造无忧置业方案,1,新浪 乐居 换房 季 启动   为 网友 打造 无忧 置业 ,1
9539,我国出台首个房地产经纪管理办法整顿市场秩序,6,我国 出台 首个 房地产 经纪 管理 办法 整顿 市场秩序,1
9540,女子拾得挎包向失主索要500元感谢费,5,女子 拾 得 挎包 向 失主 索要 500 元 感谢费,5
9541,澳洲学者官员：留学签证收紧“太过火”,3,澳洲 学者 官员 ： 留学签证 收紧 “ 太过火 ”,6
9542,招商嘉铭&#8226;珑原生态大宅品鉴暨缤纷花艺沙龙七夕举行,1,招商 嘉铭 &# 8226 ; 珑 原生态 大宅 品鉴 暨 ,1
9543,89国青被喻为最职业的一代 揭光鲜数字外的悲惨现实,7,89 国青 被 喻为 最 职业 的 一代   揭 光鲜 数字,8
9544,伊朗司法部门否认将立即释放在押美国人,6,伊朗 司法部门 否认 将 立即 释放 在押 美国 人,6
9545,图文-CLPGA上海精英赛第二轮 果岭推杆,7,图文 - CLPGA 上海 精英赛 第二轮   果岭 推杆,7
9546,AH溢指升2点至136 海螺水泥倒挂5.3%已是最差,2,AH 溢 指升 2 点至 136   海螺 水泥 倒挂 5.,2
9547,抬头望望天！游戏中十大最美天空景色,8,抬头 望望 天 ！ 游戏 中 十大 最美 天空 景色,8
9548,5月20日美国商科名校伯克利大学招生讲座,3,5 月 20 日 美国 商科 名校 伯克利大学 招生 讲座,3
9549,民企老板自称遭刑讯逼供致残 和狗关在一起,5,民企 老板 自称 遭 刑讯逼供 致残   和 狗关 在 一起,5
9550,徐根宝打探辅佐高洪波消息源 一点比重新出山更重要,7,徐根宝 打探 辅佐 高洪波 消息 源   一点 比 重新 出,7
9551,上地上第MOMA精装60平米起0-1居均价24000,1,上 地上 第 MOMA 精装 60 平米 起 0 - 1 居,1
9552,追问自己三个问题 马化腾的创业经验,4,追问 自己 三个 问题   马化腾 的 创业 经验,6
9553,李宇春携100万元援建卫生院,9,李宇春 携 100 万元 援建 卫生院,5
9554,由新服开放引发的封神榜3公测大猜想,8,由新服 开放 引发 的 封神榜 3 公测 大 猜想,8
9555,抢客战升温 博彩股龙头澳博控股季绩现四降,2,抢 客战 升温   博彩 股 龙头 澳博 控股 季绩 现四降,2
9556,意媒评意甲历史十大金左脚国米4天王 AC米兰无人,7,意媒评 意甲 历史 十大 金 左脚 国米 4 天王   AC,7
9557,网帖称民警涉嫌殴打医生被调查,5,网帖 称 民警 涉嫌 殴打 医生 被 调查,5
9558,弦子超尺度MV惹争议 父母大怒老板力挺(组图),9,弦子 超 尺度 MV 惹 争议   父母 大怒 老板 力挺 ,9
9559,最小3.5�屏幕 东芝3款WM6.5智能机亮相,4,最小 3.5 � 屏幕   东芝 3 款 WM6.5 智能机,4
9560,看明星酒后百态 豪爽赵薇：再给姐来一瓶,9,看 明星 酒后 百态   豪爽 赵薇 ： 再 给 姐来 一瓶,9
9561,巴菲特斥责银行家保险商贪婪愚蠢,2,巴菲特 斥责 银行家 保险商 贪婪 愚蠢,2
9562,妻子因丈夫出轨开煤气罐携女儿自杀,5,妻子 因 丈夫 出轨 开 煤气罐 携 女儿 自杀,5
9563,美囚犯因无适合注射静脉被暂缓死刑,5,美 囚犯 因无 适合 注射 静脉 被 暂缓 死刑,6
9564,伊战爆发以来驻伊美军死亡人数达4432人,6,伊战 爆发 以来 驻伊美军 死亡 人数 达 4432 人,6
9565,美联储和财政部再次采取措施帮助金融市场,2,美联储 和 财政部 再次 采取措施 帮助 金融市场,2
9566,《赤壁之霸业天下》世界杯充值送足球,8,《 赤壁 之 霸业 天下 》 世界杯 充值 送 足球,8
9567,英国种族主义暴徒威胁对BBC记者割喉被判刑,6,英国 种族主义 暴徒 威胁 对 BBC 记者 割喉 被 判刑,6
9568,孕妇乘坐出租车流产要求司机赔偿,5,孕妇 乘坐 出租车 流产 要求 司机 赔偿,5
9569,厉以宁坚称中国未陷入衰退 三原因导致高房价,1,厉以宁 坚称 中国 未 陷入 衰退   三 原因 导致 高房,7
9570,在校大专生创办墙体彩绘公司 每月开出2万工资,5,在校 大专生 创办 墙体 彩绘 公司   每月 开出 2 万,9
9571,油贩卖掺假柴油给红十字会获刑8年,5,油 贩卖 掺假 柴油 给 红十字会 获刑 8 年,5
9572,民间反扒联盟遭遇小偷自残陷困境,5,民间 反扒 联盟 遭遇 小偷 自残 陷 困境,5
9573,武汉不少中学生假期一月培优费过万元,3,武汉 不少 中学生 假期 一月 培优 费过 万元,5
9574,北京流动人口子女将可在本市上高中,3,北京 流动人口 子女 将 可 在 本市 上 高中,3
9575,中方国际社会应尊重利比亚主权和平解决危机,6,中方 国际 社会 应 尊重 利比亚 主权 和平解决 危机,6
9576,塞拉亚复职投票将在洪都拉斯大选后举行,6,塞拉 亚 复职 投票 将 在 洪都拉斯 大选 后 举行,6
9577,西山三大顶级豪宅之一西山壹�院即将面市,1,西山 三大 顶级 豪宅 之一 西山 壹 � 院 即将 面市,1
9578,EA公司从游戏霸主到网游新兵的试水路,8,EA 公司 从 游戏 霸主 到 网游 新兵 的 试 水路,8
9579,时尚家用卡片相机 尼康S640最新价1700元,4,时尚 家用 卡片 相机   尼康 S640 最新 价 170,4
9580,迥异金价强势 商品承压下行,0,迥异 金价 强势   商品 承压 下行,0
9581,直击西南旱情三：老人称90年未见如此大旱,6,直击 西南 旱情 三 ： 老人 称 90 年 未 见 如此 ,5
9582,教育部：成人高考严禁“代招”等名义违规招生,3,教育部 ： 成人高考 严禁 “ 代招 ” 等 名义 违规 招,3
9583,工银国际：中国建材2011年开局理想,2,工银 国际 ： 中国建材 2011 年 开局 理想,3
9584,食品饮料：无惧内外冲击，前景谨慎乐观,2,食品饮料 ： 无惧 内外 冲击 ， 前景 谨慎 乐观,2
9585,《怪物猎人日记》推出多罗猫服装下载,8,《 怪物 猎人 日记 》 推出 多罗 猫 服装 下载,8
9586,以色列公海截获装载军火货轮,6,以色列 公海 截获 装载 军火 货轮,6
9587,网游《大话红楼》预计7月初开启内测,8,网游 《 大话 红楼 》 预计 7 月初 开启 内测,8
9588,《青龙珏II》神兽领取注意事项,8,《 青龙 珏 II 》 神兽 领取 注意事项,8
9589,资金流出新兴市场 QDII净值受挫,0,资金 流出 新兴 市场   QDII 净值 受挫,0
9590,安以轩台上咬耳井柏然 台下放电人气高(组图),9,安以轩 台上 咬耳井柏然   台下 放电 人气 高 ( 组图,9
9591,《宝莲灯前传》央视今播出 焦恩俊再演二郎神,9,《 宝莲灯 前传 》 央视 今 播出   焦恩俊 再演 二郎,9
9592,盗贼头目研究《孙子兵法》组织盗电缆,5,盗贼 头目 研究 《 孙子兵法 》 组织 盗 电缆,6
9593,阿桑奇以冷战时核地堡做维基解密信息中心(图),6,阿桑奇 以 冷战 时核 地堡 做 维基 解密 信息中心 ( ,6
9594,巴伦周刊看衰Groupon上市商业模式不明市值高,4,巴伦 周刊 看衰 Groupon 上市 商业模式 不明 市值,4
9595,燕郊挪威de森林185平联排别墅总价150万起,1,燕郊 挪威 de 森林 185 平联排 别墅 总价 150 ,1
9596,张爱玲《小团圆》后还有上百万字遗作将出版,9,张爱玲 《 小 团圆 》 后 还有 上百万 字 遗作 将 出,9
9597,燕郊东方美墅一期售完二期4月中下旬开盘(图),1,燕郊 东方 美墅 一期 售完 二期 4 月 中下旬 开盘 (,1
9598,预防腐败局：将曝光违规公款出国游者,6,预防 腐败 局 ： 将 曝光 违规 公款 出国游 者,9
9599,哥伦比亚总统就哥美军事协议出访邻国寻求谅解,6,哥伦比亚 总统 就 哥美 军事 协议 出访 邻国 寻求 谅解,6
9600,涿州大北京城上城50平米起1-3居在售均价3800,1,涿州 大 北京城 上城 50 平米 起 1 - 3 居在售 ,1
9601,首获食品行业健康证乙肝携带者：歧视无处不在,5,首获 食品行业 健康证 乙肝 携带者 ： 歧视 无处不在,9
9602,组图：新晋奶爸姚明邀老友小聚补请满月酒,9,组图 ： 新晋 奶爸 姚明 邀 老友 小聚补 请 满月酒,9
